"dirigeant","nom_entreprise","type","phone_number","website","stars_count","reviews_count","siren_number","forme_juridique","categorie_juridique","code_naf","siret_number","adresse_ligne_1","adresse_ligne_2","code_postal","ville","pays","code_pays"
,"SUPER PLOMBIERS","Plombier","766617324","https://superplombiers.fr/","5","2","935003756","SARL, société à responsabilité limitée","5499","43.22A","93500375600019","81 RUE DU PRE CATELAN","LE HUB","59110","LA MADELEINE","France","FR"
