"dirigeant","nom_entreprise","type","phone_number","website","stars_count","reviews_count","siren_number","forme_juridique","categorie_juridique","code_naf","siret_number","adresse_ligne_1","adresse_ligne_2","code_postal","ville","pays","code_pays"
,"Ecobank Assivito","Banque","22226566","https://www.ecobank.com/","2","8",,,,,,,,,,,
